dataset,sta,freq_hz,snr
main,A24F,0.4669,3367.029
main,A24F,0.4806,3810.958
main,A24F,0.4947,3628.223
main,A24F,0.5092,3698.267
main,A24F,0.5241,3750.337
main,A24F,0.5395,3753.466
main,A24F,0.5553,3722.104
main,A24F,0.5716,3615.569
main,A24F,0.5884,3641.048
main,A24F,0.6056,3273.190
main,A24F,0.6234,2898.227
main,A24F,0.6417,2405.354
main,A24F,0.6605,2399.149
main,A24F,0.6798,2544.804
main,A24F,0.6998,2590.168
main,A24F,0.7203,2643.306
main,A24F,0.7414,2892.531
main,A24F,0.7632,3226.761
main,A24F,0.7855,4084.558
main,A24F,0.8086,4925.529
main,A24F,0.8323,6116.709
main,A24F,0.8567,6680.784
main,A24F,0.8818,6991.880
main,A24F,0.9077,7641.634
main,A24F,0.9343,8469.006
main,A24F,0.9617,8684.280
main,A24F,0.9899,9301.485
main,A24F,1.0189,8768.329
main,A24F,1.0488,8537.017
main,A24F,1.0796,7662.732
main,A24F,1.1112,7070.523
main,A24F,1.1438,6883.295
main,A24F,1.1773,6651.023
main,A24F,1.2119,6306.747
main,A24F,1.2474,6149.555
main,A24F,1.2840,6605.593
main,A24F,1.3216,7332.532
main,A24F,1.3604,8573.348
main,A24F,1.4003,8875.493
main,A24F,1.4414,9168.104
main,A24F,1.4836,9494.155
main,A24F,1.5271,10474.082
main,A24F,1.5719,11054.666
main,A24F,1.6180,11777.151
main,A24F,1.6655,11547.239
main,A24F,1.7143,11151.395
main,A24F,1.7646,10019.603
main,A24F,1.8163,9634.082
main,A24F,1.8696,10446.692
main,A24F,1.9244,10244.550
main,A24F,1.9808,9896.226
main,A24F,2.0389,9702.365
main,A24F,2.0987,10242.264
main,A24F,2.1602,10242.257
main,A24F,2.2236,10056.258
main,A24F,2.2888,10305.536
main,A24F,2.3559,10691.044
main,A24F,2.4250,9920.862
main,A24F,2.4961,9546.894
main,A24F,2.5693,10022.233
main,A24F,2.6447,9790.071
main,A24F,2.7222,9472.726
main,A24F,2.8020,9302.542
main,A24F,2.8842,9032.518
main,A24F,2.9688,9494.874
main,A24F,3.0558,9999.663
main,A24F,3.1454,10673.900
main,A24F,3.2377,10709.705
main,A24F,3.3326,10547.266
main,A24F,3.4304,10262.563
main,A24F,3.5310,10117.378
main,A24F,3.6345,10572.298
main,A24F,3.7411,10403.511
main,A24F,3.8508,10613.043
main,A24F,3.9637,9959.203
main,A24F,4.0799,9581.995
main,A24F,4.1996,9859.087
main,A24F,4.3227,9854.813
main,A24F,4.4495,9831.019
main,A24F,4.5800,9975.546
main,A24F,4.7143,10145.505
main,A24F,4.8525,10613.768
main,A24F,4.9948,10446.899
main,A24F,5.1413,10948.165
main,A24F,5.2921,11307.973
main,A24F,5.4472,11477.591
main,A24F,5.6070,11485.222
main,A24F,5.7714,10929.622
main,A24F,5.9406,10717.827
main,A24F,6.1148,10306.174
main,A24F,6.2942,10451.373
main,A24F,6.4787,10319.826
main,A24F,6.6687,10025.308
main,A24F,6.8643,9778.415
main,A24F,7.0656,9453.595
main,A24F,7.2728,9357.661
main,A24F,7.4860,9403.439
main,A24F,7.7056,9906.230
main,A24F,7.9315,9930.474
main,A24F,8.1641,9579.146
main,A24F,8.4035,9386.907
main,A24F,8.6499,8692.391
main,A24F,8.9036,8045.710
main,A24F,9.1647,7446.574
main,A24F,9.4334,6602.911
main,A24F,9.7101,5841.693
main,A24F,9.9948,5050.855
main,A24F,10.2879,4463.229
main,A24F,10.5896,4136.534
main,A24F,10.9001,3606.972
main,A24F,11.2198,3176.293
main,A24F,11.5488,2821.476
main,A24F,11.8874,2271.360
main,A24F,12.2360,1976.161
main,A24F,12.5949,1721.731
main,A24F,12.9642,1515.848
main,A24F,13.3444,1444.129
main,A24F,13.7357,1324.585
main,A24F,14.1385,1180.959
main,A24F,14.5531,1065.455
main,A24F,14.9798,952.851
main,A24F,15.4191,858.088
main,A24F,15.8713,838.947
main,A24F,16.3367,830.488
main,A24F,16.8157,841.667
main,A24F,17.3089,790.027
main,A24F,17.8164,669.142
main,A24F,18.3389,676.019
main,A24F,18.8767,656.804
main,A24F,19.4302,677.769
main,A24F,20.0000,573.874
main,A28F,0.0200,35.438
main,A28F,0.0206,35.438
main,A28F,0.0212,35.438
main,A28F,0.0327,46.581
main,A28F,0.0336,46.581
main,A28F,0.0346,46.581
main,A28F,0.0357,46.581
main,A28F,0.0367,46.581
main,A28F,0.0389,60.274
main,A28F,0.0400,60.274
main,A28F,0.0412,60.274
main,A28F,0.0424,60.274
main,A28F,0.0490,150.749
main,A28F,0.0504,170.258
main,A28F,0.0519,170.258
main,A28F,0.0534,170.258
main,A28F,0.0550,170.258
main,A28F,0.0566,170.258
main,A28F,0.0583,156.007
main,A28F,0.0600,156.007
main,A28F,0.0617,156.007
main,A28F,0.0636,141.756
main,A28F,0.0654,106.450
main,A28F,0.0673,154.123
main,A28F,0.0693,154.123
main,A28F,0.0713,154.123
main,A28F,0.0734,154.123
main,A28F,0.0756,201.797
main,A28F,0.0778,213.954
main,A28F,0.0801,213.954
main,A28F,0.0824,182.460
main,A28F,0.0848,182.460
main,A28F,0.0873,140.305
main,A28F,0.0899,133.914
main,A28F,0.0925,133.914
main,A28F,0.0952,161.711
main,A28F,0.0980,150.844
main,A28F,0.1009,147.730
main,A28F,0.1039,147.730
main,A28F,0.1069,178.227
main,A28F,0.1101,166.641
main,A28F,0.1133,206.723
main,A28F,0.1166,189.509
main,A28F,0.1200,189.509
main,A28F,0.1235,180.696
main,A28F,0.1272,179.000
main,A28F,0.1309,153.293
main,A28F,0.1347,146.803
main,A28F,0.1387,137.558
main,A28F,0.1428,130.957
main,A28F,0.1469,158.819
main,A28F,0.1512,193.998
main,A28F,0.1557,193.998
main,A28F,0.1602,193.998
main,A28F,0.1649,187.332
main,A28F,0.1698,187.332
main,A28F,0.1748,276.619
main,A28F,0.1799,379.465
main,A28F,0.1852,379.465
main,A28F,0.1906,480.970
main,A28F,0.1962,627.418
main,A28F,0.2019,764.119
main,A28F,0.2079,764.119
main,A28F,0.2140,799.532
main,A28F,0.2202,1127.792
main,A28F,0.2267,1181.833
main,A28F,0.2333,933.741
main,A28F,0.2402,946.936
main,A28F,0.2472,918.661
main,A28F,0.2545,951.024
main,A28F,0.2619,1079.316
main,A28F,0.2696,1229.497
main,A28F,0.2775,1639.701
main,A28F,0.2857,1797.028
main,A28F,0.2940,1871.417
main,A28F,0.3027,2116.712
main,A28F,0.3115,2111.008
main,A28F,0.3207,2085.204
main,A28F,0.3301,2108.223
main,A28F,0.3397,2049.478
main,A28F,0.3497,1738.924
main,A28F,0.3600,1810.375
main,A28F,0.3705,1615.306
main,A28F,0.3814,1543.757
main,A28F,0.3926,1582.731
main,A28F,0.4041,1520.420
main,A28F,0.4159,1952.008
main,A28F,0.4281,2315.224
main,A28F,0.4407,2653.695
main,A28F,0.4536,3118.380
main,A28F,0.4669,3412.997
main,A28F,0.4806,3537.723
main,A28F,0.4947,3850.140
main,A28F,0.5092,4120.939
main,A28F,0.5241,4148.636
main,A28F,0.5395,4013.855
main,A28F,0.5553,3829.275
main,A28F,0.5716,3455.140
main,A28F,0.5884,3379.884
main,A28F,0.6056,2908.423
main,A28F,0.6234,2903.120
main,A28F,0.6417,2449.719
main,A28F,0.6605,2286.877
main,A28F,0.6798,2173.980
main,A28F,0.6998,2005.194
main,A28F,0.7203,2144.994
main,A28F,0.7414,2212.060
main,A28F,0.7632,2162.852
main,A28F,0.7855,2487.112
main,A28F,0.8086,2420.846
main,A28F,0.8323,2555.306
main,A28F,0.8567,2859.760
main,A28F,0.8818,2734.802
main,A28F,0.9077,2913.806
main,A28F,0.9343,3139.356
main,A28F,0.9617,3157.255
main,A28F,0.9899,3095.319
main,A28F,1.0189,3119.757
main,A28F,1.0488,3214.875
main,A28F,1.0796,3378.690
main,A28F,1.1112,3626.520
main,A28F,1.1438,3806.396
main,A28F,1.1773,4240.827
main,A28F,1.2119,4878.409
main,A28F,1.2474,4456.659
main,A28F,1.2840,4700.879
main,A28F,1.3216,5027.202
main,A28F,1.3604,5117.135
main,A28F,1.4003,5156.547
main,A28F,1.4414,5011.398
main,A28F,1.4836,5024.832
main,A28F,1.5271,5037.106
main,A28F,1.5719,4769.059
main,A28F,1.6180,4398.127
main,A28F,1.6655,4488.315
main,A28F,1.7143,4660.014
main,A28F,1.7646,4784.163
main,A28F,1.8163,4783.189
main,A28F,1.8696,4780.666
main,A28F,1.9244,4822.872
main,A28F,1.9808,5132.199
main,A28F,2.0389,5121.273
main,A28F,2.0987,5290.383
main,A28F,2.1602,5596.303
main,A28F,2.2236,5597.111
main,A28F,2.2888,5178.892
main,A28F,2.3559,5221.336
main,A28F,2.4250,5293.665
main,A28F,2.4961,5246.951
main,A28F,2.5693,5499.392
main,A28F,2.6447,5440.703
main,A28F,2.7222,5501.653
main,A28F,2.8020,5590.362
main,A28F,2.8842,5705.279
main,A28F,2.9688,5554.860
main,A28F,3.0558,6022.111
main,A28F,3.1454,6380.675
main,A28F,3.2377,6920.218
main,A28F,3.3326,6891.960
main,A28F,3.4304,6885.720
main,A28F,3.5310,6942.893
main,A28F,3.6345,7315.692
main,A28F,3.7411,7514.098
main,A28F,3.8508,7840.110
main,A28F,3.9637,7947.581
main,A28F,4.0799,7930.080
main,A28F,4.1996,7501.195
main,A28F,4.3227,7268.064
main,A28F,4.4495,7395.366
main,A28F,4.5800,7500.133
main,A28F,4.7143,7193.810
main,A28F,4.8525,6965.015
main,A28F,4.9948,6378.883
main,A28F,5.1413,6189.483
main,A28F,5.2921,6479.014
main,A28F,5.4472,6686.440
main,A28F,5.6070,6985.627
main,A28F,5.7714,6710.898
main,A28F,5.9406,6725.078
main,A28F,6.1148,6907.545
main,A28F,6.2942,6865.153
main,A28F,6.4787,6489.615
main,A28F,6.6687,5744.743
main,A28F,6.8643,5255.260
main,A28F,7.0656,5015.581
main,A28F,7.2728,5022.615
main,A28F,7.4860,5272.608
main,A28F,7.7056,5384.202
main,A28F,7.9315,5174.599
main,A28F,8.1641,5178.711
main,A28F,8.4035,5323.410
main,A28F,8.6499,5448.538
main,A28F,8.9036,6077.709
main,A28F,9.1647,6564.348
main,A28F,9.4334,6771.281
main,A28F,9.7101,6741.931
main,A28F,9.9948,6806.973
main,A28F,10.2879,6745.565
main,A28F,10.5896,6899.912
main,A28F,10.9001,6941.446
main,A28F,11.2198,7018.602
main,A28F,11.5488,6831.467
main,A28F,11.8874,6868.957
main,A28F,12.2360,6317.621
main,A28F,12.5949,6236.988
main,A28F,12.9642,5938.387
main,A28F,13.3444,5722.370
main,A28F,13.7357,5707.758
main,A28F,14.1385,5535.245
main,A28F,14.5531,5396.127
main,A28F,14.9798,5197.308
main,A28F,15.4191,5114.470
main,A28F,15.8713,5172.179
main,A28F,16.3367,5350.644
main,A28F,16.8157,5183.071
main,A28F,17.3089,5165.131
main,A28F,17.8164,4905.601
main,A28F,18.3389,4582.605
main,A28F,18.8767,4265.601
main,A28F,19.4302,3751.920
main,A28F,20.0000,3540.987
main,A29F,0.0200,14.847
main,A29F,0.0206,14.847
main,A29F,0.0212,14.847
main,A29F,0.0218,14.847
main,A29F,0.0336,33.100
main,A29F,0.0346,33.100
main,A29F,0.0357,33.100
main,A29F,0.0367,33.100
main,A29F,0.0389,49.109
main,A29F,0.0400,49.109
main,A29F,0.0412,49.109
main,A29F,0.0424,49.109
main,A29F,0.0436,49.109
main,A29F,0.0504,112.005
main,A29F,0.0519,112.005
main,A29F,0.0534,112.005
main,A29F,0.0550,112.005
main,A29F,0.0566,112.005
main,A29F,0.0583,121.779
main,A29F,0.0600,121.779
main,A29F,0.0617,121.779
main,A29F,0.0636,131.554
main,A29F,0.0654,131.554
main,A29F,0.0673,162.087
main,A29F,0.0693,162.087
main,A29F,0.0713,162.087
main,A29F,0.0734,162.087
main,A29F,0.0756,179.136
main,A29F,0.0778,161.287
main,A29F,0.0801,161.287
main,A29F,0.0824,161.287
main,A29F,0.0848,243.524
main,A29F,0.0873,287.829
main,A29F,0.0899,725.288
main,A29F,0.0925,725.288
main,A29F,0.0952,882.564
main,A29F,0.0980,882.564
main,A29F,0.1009,340.959
main,A29F,0.1039,340.959
main,A29F,0.1069,368.275
main,A29F,0.1101,368.275
main,A29F,0.1133,302.615
main,A29F,0.1166,323.633
main,A29F,0.1200,355.296
main,A29F,0.1235,374.058
main,A29F,0.1272,387.619
main,A29F,0.1309,387.619
main,A29F,0.1347,527.679
main,A29F,0.1387,555.693
main,A29F,0.1428,584.070
main,A29F,0.1469,584.070
main,A29F,0.1512,672.567
main,A29F,0.1557,731.589
main,A29F,0.1602,731.589
main,A29F,0.1649,750.676
main,A29F,0.1698,662.492
main,A29F,0.1748,658.799
main,A29F,0.1799,733.007
main,A29F,0.1852,861.143
main,A29F,0.1906,819.184
main,A29F,0.1962,819.184
main,A29F,0.2019,777.333
main,A29F,0.2079,777.333
main,A29F,0.2140,756.037
main,A29F,0.2202,882.142
main,A29F,0.2267,1213.557
main,A29F,0.2333,1152.802
main,A29F,0.2402,859.525
main,A29F,0.2472,749.392
main,A29F,0.2545,721.152
main,A29F,0.2619,821.979
main,A29F,0.2696,717.837
main,A29F,0.2775,822.336
main,A29F,0.2857,742.806
main,A29F,0.2940,692.170
main,A29F,0.3027,891.685
main,A29F,0.3115,937.782
main,A29F,0.3207,1050.384
main,A29F,0.3301,1195.432
main,A29F,0.3397,1196.182
main,A29F,0.3497,1204.992
main,A29F,0.3600,1283.018
main,A29F,0.3705,1225.987
main,A29F,0.3814,1444.952
main,A29F,0.3926,1427.325
main,A29F,0.4041,1399.125
main,A29F,0.4159,1390.128
main,A29F,0.4281,1451.815
main,A29F,0.4407,1578.937
main,A29F,0.4536,1750.215
main,A29F,0.4669,1836.820
main,A29F,0.4806,1807.728
main,A29F,0.4947,1730.622
main,A29F,0.5092,1768.702
main,A29F,0.5241,1901.311
main,A29F,0.5395,1870.318
main,A29F,0.5553,1965.194
main,A29F,0.5716,2050.645
main,A29F,0.5884,2090.545
main,A29F,0.6056,2351.485
main,A29F,0.6234,2641.439
main,A29F,0.6417,3449.335
main,A29F,0.6605,3818.576
main,A29F,0.6798,4044.969
main,A29F,0.6998,4535.985
main,A29F,0.7203,4925.590
main,A29F,0.7414,5467.258
main,A29F,0.7632,6095.825
main,A29F,0.7855,6782.350
main,A29F,0.8086,6970.459
main,A29F,0.8323,6549.615
main,A29F,0.8567,6109.639
main,A29F,0.8818,6202.115
main,A29F,0.9077,6551.958
main,A29F,0.9343,7171.750
main,A29F,0.9617,7543.984
main,A29F,0.9899,8583.117
main,A29F,1.0189,9477.588
main,A29F,1.0488,10214.698
main,A29F,1.0796,11657.472
main,A29F,1.1112,13185.876
main,A29F,1.1438,14417.252
main,A29F,1.1773,15343.119
main,A29F,1.2119,17760.989
main,A29F,1.2474,18496.557
main,A29F,1.2840,18316.928
main,A29F,1.3216,17282.376
main,A29F,1.3604,16034.286
main,A29F,1.4003,14608.008
main,A29F,1.4414,15467.632
main,A29F,1.4836,15911.053
main,A29F,1.5271,15201.604
main,A29F,1.5719,16001.810
main,A29F,1.6180,15228.689
main,A29F,1.6655,14991.276
main,A29F,1.7143,16226.355
main,A29F,1.7646,17405.162
main,A29F,1.8163,18050.122
main,A29F,1.8696,18887.430
main,A29F,1.9244,17341.232
main,A29F,1.9808,16906.144
main,A29F,2.0389,15989.015
main,A29F,2.0987,15085.930
main,A29F,2.1602,15257.807
main,A29F,2.2236,15231.587
main,A29F,2.2888,14935.946
main,A29F,2.3559,16795.385
main,A29F,2.4250,16548.747
main,A29F,2.4961,16829.412
main,A29F,2.5693,17476.830
main,A29F,2.6447,17788.170
main,A29F,2.7222,18814.154
main,A29F,2.8020,20505.533
main,A29F,2.8842,21094.031
main,A29F,2.9688,22531.308
main,A29F,3.0558,22358.833
main,A29F,3.1454,21169.584
main,A29F,3.2377,20145.584
main,A29F,3.3326,20123.178
main,A29F,3.4304,20177.874
main,A29F,3.5310,20702.254
main,A29F,3.6345,19976.125
main,A29F,3.7411,18926.862
main,A29F,3.8508,18528.650
main,A29F,3.9637,17495.957
main,A29F,4.0799,15879.870
main,A29F,4.1996,15012.334
main,A29F,4.3227,14327.296
main,A29F,4.4495,13532.438
main,A29F,4.5800,13048.804
main,A29F,4.7143,11779.089
main,A29F,4.8525,10851.666
main,A29F,4.9948,10012.954
main,A29F,5.1413,9623.556
main,A29F,5.2921,10037.781
main,A29F,5.4472,10082.413
main,A29F,5.6070,10238.074
main,A29F,5.7714,10112.200
main,A29F,5.9406,9818.848
main,A29F,6.1148,9810.900
main,A29F,6.2942,9595.796
main,A29F,6.4787,10318.293
main,A29F,6.6687,10225.159
main,A29F,6.8643,10040.078
main,A29F,7.0656,9643.866
main,A29F,7.2728,9748.846
main,A29F,7.4860,10075.838
main,A29F,7.7056,10327.351
main,A29F,7.9315,9902.664
main,A29F,8.1641,10102.726
main,A29F,8.4035,10293.283
main,A29F,8.6499,9680.207
main,A29F,8.9036,9134.716
main,A29F,9.1647,9293.487
main,A29F,9.4334,9184.745
main,A29F,9.7101,8391.308
main,A29F,9.9948,7901.088
main,A29F,10.2879,7748.079
main,A29F,10.5896,7512.177
main,A29F,10.9001,6839.250
main,A29F,11.2198,6052.563
main,A29F,11.5488,5859.133
main,A29F,11.8874,5539.224
main,A29F,12.2360,5213.775
main,A29F,12.5949,5092.365
main,A29F,12.9642,4962.824
main,A29F,13.3444,4827.131
main,A29F,13.7357,4564.699
main,A29F,14.1385,4398.642
main,A29F,14.5531,4418.873
main,A29F,14.9798,4564.910
main,A29F,15.4191,4442.472
main,A29F,15.8713,4292.725
main,A29F,16.3367,4019.799
main,A29F,16.8157,3692.465
main,A29F,17.3089,3493.418
main,A29F,17.8164,3157.606
main,A29F,18.3389,2777.439
main,A29F,18.8767,2631.893
main,A29F,19.4302,2402.974
main,A29F,20.0000,2219.057
main,AF01,0.0462,69.960
main,AF01,0.0476,71.393
main,AF01,0.0490,71.393
main,AF01,0.0504,72.825
main,AF01,0.0519,72.825
main,AF01,0.0534,72.825
main,AF01,0.0550,72.825
main,AF01,0.0566,72.825
main,AF01,0.0583,107.443
main,AF01,0.0925,756.392
main,AF01,0.0952,783.426
main,AF01,0.0980,783.426
main,AF01,0.1009,825.975
main,AF01,0.1039,825.975
main,AF01,0.1069,921.046
main,AF01,0.1101,921.046
main,AF01,0.1133,974.342
main,AF01,0.1166,1170.874
main,AF01,0.1387,961.203
main,AF01,0.1428,1071.049
main,AF01,0.1469,1071.049
main,AF01,0.1512,1177.699
main,AF01,0.1557,1177.699
main,AF01,0.1602,1177.699
main,AF01,0.1649,1363.276
main,AF01,0.1698,1363.276
main,AF01,0.1748,1466.429
main,AF01,0.1852,4401.032
main,AF01,0.1906,4521.563
main,AF01,0.1962,4521.563
main,AF01,0.2019,5565.432
main,AF01,0.2079,5565.432
main,AF01,0.2140,5886.469
main,AF01,0.2202,5291.884
main,AF01,0.2267,3730.946
main,AF01,0.2333,4142.137
main,AF01,0.2402,3955.903
main,AF01,0.2472,4425.461
main,AF01,0.2545,4760.218
main,AF01,0.2619,4747.602
main,AF01,0.2696,4645.159
main,AF01,0.2775,3624.897
main,AF01,0.2857,3673.542
main,AF01,0.2940,4035.368
main,AF01,0.3027,3465.696
main,AF01,0.3115,3465.696
main,AF01,0.3207,4171.342
main,AF01,0.3301,4064.271
main,AF01,0.3397,4211.316
main,AF01,0.3497,4090.913
main,AF01,0.3600,15845.403
main,AF01,0.3705,6195.288
main,AF01,0.3814,6567.531
main,AF01,0.3926,7139.792
main,AF01,0.4041,7790.920
main,AF01,0.4159,6967.859
main,AF01,0.4281,7094.363
main,AF01,0.4407,7996.578
main,AF01,0.4536,10473.397
main,AF01,0.4669,11759.325
main,AF01,0.4806,13516.559
main,AF01,0.4947,14487.493
main,AF01,0.5092,19374.246
main,AF01,0.5241,20316.032
main,AF01,0.5395,32524.607
main,AF01,0.5553,31145.756
main,AF01,0.5716,36515.752
main,AF01,0.5884,37490.598
main,AF01,0.6056,46782.592
main,AF01,0.6234,48069.337
main,AF01,0.6417,52140.293
main,AF01,0.6605,48106.377
main,AF01,0.6798,47679.945
main,AF01,0.6998,49222.428
main,AF01,0.7203,60813.171
main,AF01,0.7414,58333.665
main,AF01,0.7632,53328.069
main,AF01,0.7855,54193.398
main,AF01,0.8086,53383.208
main,AF01,0.8323,55661.065
main,AF01,0.8567,59699.536
main,AF01,0.8818,61574.741
main,AF01,0.9077,62077.678
main,AF01,0.9343,64297.711
main,AF01,0.9617,69170.616
main,AF01,0.9899,67314.791
main,AF01,1.0189,88868.304
main,AF01,1.0488,95761.132
main,AF01,1.0796,121175.375
main,AF01,1.1112,110111.899
main,AF01,1.1438,111901.073
main,AF01,1.1773,99061.142
main,AF01,1.2119,97483.879
main,AF01,1.2474,96681.647
main,AF01,1.2840,114502.236
main,AF01,1.3216,113181.000
main,AF01,1.3604,107084.520
main,AF01,1.4003,103553.808
main,AF01,1.4414,108122.071
main,AF01,1.4836,101892.099
main,AF01,1.5271,97146.157
main,AF01,1.5719,107145.749
main,AF01,1.6180,118269.907
main,AF01,1.6655,126868.895
main,AF01,1.7143,126919.001
main,AF01,1.7646,123491.404
main,AF01,1.8163,116857.348
main,AF01,1.8696,117532.863
main,AF01,1.9244,115437.641
main,AF01,1.9808,116377.780
main,AF01,2.0389,113823.499
main,AF01,2.0987,111324.406
main,AF01,2.1602,111672.139
main,AF01,2.2236,93728.348
main,AF01,2.2888,85183.740
main,AF01,2.3559,82379.040
main,AF01,2.4250,79375.981
main,AF01,2.4961,73236.108
main,AF01,2.5693,75170.718
main,AF01,2.6447,80155.664
main,AF01,2.7222,89505.759
main,AF01,2.8020,81343.264
main,AF01,2.8842,79908.552
main,AF01,2.9688,79670.571
main,AF01,3.0558,76558.292
main,AF01,3.1454,77198.141
main,AF01,3.2377,81771.731
main,AF01,3.3326,84009.565
main,AF01,3.4304,76817.781
main,AF01,3.5310,70776.009
main,AF01,3.6345,64009.482
main,AF01,3.7411,61855.444
main,AF01,3.8508,59236.153
main,AF01,3.9637,61354.903
main,AF01,4.0799,66577.834
main,AF01,4.1996,67180.302
main,AF01,4.3227,64495.137
main,AF01,4.4495,67947.143
main,AF01,4.5800,66452.693
main,AF01,4.7143,70221.056
main,AF01,4.8525,73108.435
main,AF01,4.9948,78925.918
main,AF01,5.1413,85508.153
main,AF01,5.2921,80312.422
main,AF01,5.4472,74914.644
main,AF01,5.6070,77379.446
main,AF01,5.7714,77799.710
main,AF01,5.9406,81299.081
main,AF01,6.1148,79313.175
main,AF01,6.2942,73707.408
main,AF01,6.4787,75968.463
main,AF01,6.6687,71705.769
main,AF01,6.8643,68422.710
main,AF01,7.0656,64389.858
main,AF01,7.2728,60799.822
main,AF01,7.4860,54418.796
main,AF01,7.7056,48027.895
main,AF01,7.9315,43853.493
main,AF01,8.1641,38373.667
main,AF01,8.4035,34367.748
main,AF01,8.6499,32547.765
main,AF01,8.9036,31841.786
main,AF01,9.1647,31086.066
main,AF01,9.4334,30455.083
main,AF01,9.7101,30463.146
main,AF01,9.9948,30249.480
main,AF01,10.2879,26570.403
main,AF01,10.5896,25161.726
main,AF01,10.9001,26910.998
main,AF01,11.2198,25719.673
main,AF01,11.5488,23039.787
main,AF01,11.8874,22489.336
main,AF01,12.2360,20816.717
main,AF01,12.5949,20892.033
main,AF01,12.9642,20388.342
main,AF01,13.3444,20798.317
main,AF01,13.7357,20781.521
main,AF01,14.1385,20199.149
main,AF01,14.5531,21046.763
main,AF01,14.9798,22382.312
main,AF01,15.4191,21475.113
main,AF01,15.8713,20017.194
main,AF01,16.3367,20335.576
main,AF01,16.8157,20111.460
main,AF01,17.3089,19117.834
main,AF01,17.8164,18056.571
main,AF01,18.3389,17659.170
main,AF01,18.8767,16587.633
main,AF01,19.4302,13837.661
main,AF01,20.0000,12120.372
main,PB01,0.0231,5.227
main,PB01,0.0238,5.227
main,PB01,0.0245,5.227
main,PB01,0.0291,12.244
main,PB01,0.0300,12.244
main,PB01,0.0462,53.191
main,PB01,0.0476,78.100
main,PB01,0.0490,78.100
main,PB01,0.0504,103.008
main,PB01,0.0519,103.008
main,PB01,0.0534,103.008
main,PB01,0.0550,103.008
main,PB01,0.0566,103.008
main,PB01,0.0583,103.436
main,PB01,0.0600,103.436
main,PB01,0.0693,88.101
main,PB01,0.0713,88.101
main,PB01,0.0734,88.101
main,PB01,0.0756,116.482
main,PB01,0.0778,100.978
main,PB01,0.0801,100.978
main,PB01,0.0824,100.978
main,PB01,0.0848,100.978
main,PB01,0.0873,116.335
main,PB01,0.0899,116.262
main,PB01,0.0925,99.290
main,PB01,0.0952,130.269
main,PB01,0.0980,130.269
main,PB01,0.1009,151.945
main,PB01,0.1039,151.945
main,PB01,0.1069,184.567
main,PB01,0.1101,184.567
main,PB01,0.1133,221.018
main,PB01,0.1166,297.784
main,PB01,0.1200,297.784
main,PB01,0.1235,531.910
main,PB01,0.1272,551.249
main,PB01,0.1309,551.249
main,PB01,0.1347,643.479
main,PB01,0.1387,466.190
main,PB01,0.1428,522.584
main,PB01,0.1469,522.584
main,PB01,0.1512,583.833
main,PB01,0.1557,462.485
main,PB01,0.1602,462.485
main,PB01,0.1649,523.594
main,PB01,0.1698,523.594
main,PB01,0.1748,538.186
main,PB01,0.1799,546.755
main,PB01,0.1852,549.021
main,PB01,0.1906,569.056
main,PB01,0.1962,569.056
main,PB01,0.2019,641.886
main,PB01,0.2079,695.615
main,PB01,0.2140,923.220
main,PB01,0.2202,964.773
main,PB01,0.2267,1003.128
main,PB01,0.2333,890.234
main,PB01,0.2402,959.665
main,PB01,0.2472,1028.901
main,PB01,0.2545,1093.546
main,PB01,0.2619,1056.506
main,PB01,0.2696,1043.378
main,PB01,0.2775,1168.828
main,PB01,0.2857,1164.227
main,PB01,0.2940,1138.166
main,PB01,0.3027,1278.993
main,PB01,0.3115,1694.724
main,PB01,0.3207,1687.797
main,PB01,0.3301,1386.039
main,PB01,0.3397,1522.266
main,PB01,0.3497,1354.000
main,PB01,0.3600,1369.212
main,PB01,0.3705,1087.633
main,PB01,0.3814,1104.060
main,PB01,0.3926,1262.993
main,PB01,0.4041,1091.904
main,PB01,0.4159,1016.550
main,PB01,0.4281,1026.609
main,PB01,0.4407,1121.978
main,PB01,0.4536,1146.355
main,PB01,0.4669,1221.891
main,PB01,0.4806,1203.961
main,PB01,0.4947,1512.014
main,PB01,0.5092,1537.527
main,PB01,0.5241,1360.434
main,PB01,0.5395,1281.335
main,PB01,0.5553,1321.910
main,PB01,0.5716,1291.304
main,PB01,0.5884,1260.906
main,PB01,0.6056,1271.058
main,PB01,0.6234,1280.126
main,PB01,0.6417,1182.441
main,PB01,0.6605,1188.472
main,PB01,0.6798,1127.488
main,PB01,0.6998,1109.597
main,PB01,0.7203,1237.697
main,PB01,0.7414,1581.177
main,PB01,0.7632,1553.444
main,PB01,0.7855,1558.019
main,PB01,0.8086,1624.346
main,PB01,0.8323,1714.863
main,PB01,0.8567,1609.723
main,PB01,0.8818,1864.831
main,PB01,0.9077,1967.259
main,PB01,0.9343,2068.583
main,PB01,0.9617,2084.090
main,PB01,0.9899,2142.356
main,PB01,1.0189,2170.587
main,PB01,1.0488,2190.004
main,PB01,1.0796,2232.047
main,PB01,1.1112,2442.908
main,PB01,1.1438,2474.885
main,PB01,1.1773,2517.102
main,PB01,1.2119,2670.188
main,PB01,1.2474,2489.587
main,PB01,1.2840,2557.993
main,PB01,1.3216,2464.842
main,PB01,1.3604,2447.746
main,PB01,1.4003,2417.489
main,PB01,1.4414,2432.960
main,PB01,1.4836,2381.539
main,PB01,1.5271,2507.388
main,PB01,1.5719,2557.046
main,PB01,1.6180,2864.939
